_id,id,idrevisor,idatividade,correcao,data_ordem,geom,data_entrega
66440de01bb3cc41b4562fd1,50,2,1933,fazer alteração,2023-08-08,,2023-08-18
66440de01bb3cc41b4562fd2,51,2,1934,fazer alerta,2024-03-28,,2024-04-07
66440de01bb3cc41b4562fd3,52,2,1935,fazer alteração,2023-09-28,,2023-10-08
66440de01bb3cc41b4562fd4,53,2,47,fazer alteração,2024-04-24,,2024-05-04
66440de01bb3cc41b4562fd5,54,2,1,fazer alteração,2024-02-07,,2024-02-17
66440de01bb3cc41b4562fd6,55,2,2,fazer alteração,2023-05-09,,2023-05-19
66440de01bb3cc41b4562fd7,56,2,3,fazer alteração,2023-10-16,,2023-10-26
66440de01bb3cc41b4562fd8,57,2,4,fazer alteração,2023-06-27,,2023-07-07
66440de01bb3cc41b4562fd9,58,2,5,fazer alteração,2023-09-22,,2023-10-02
66440de01bb3cc41b4562fda,59,2,6,fazer alteração,2024-01-24,,2024-02-03
66440de01bb3cc41b4562fdb,60,2,7,fazer alteração,2023-02-17,,2023-02-27
66440de01bb3cc41b4562fdc,61,2,8,fazer alteração,2023-01-29,,2023-02-08
66440de01bb3cc41b4562fdd,62,2,9,fazer alteração,2024-03-05,,2024-03-15
66440de01bb3cc41b4562fde,63,2,10,fazer alteração,2023-11-21,,2023-12-01
66440de01bb3cc41b4562fdf,64,2,11,fazer alteração,2023-05-01,,2023-05-11
66440de01bb3cc41b4562fe0,65,2,12,fazer alteração,2023-04-29,,2023-05-09
66440de01bb3cc41b4562fe1,66,2,13,fazer alteração,2023-12-23,,2024-01-02
66440de01bb3cc41b4562fe2,67,2,14,fazer alteração,2023-06-30,,2023-07-10
66440de01bb3cc41b4562fe3,68,2,15,fazer alteração,2023-12-18,,2023-12-28
66440de01bb3cc41b4562fe4,69,2,16,fazer alteração,2024-03-12,,2024-03-22
66440de01bb3cc41b4562fe5,70,2,17,fazer alteração,2023-02-19,,2023-03-01
66440de01bb3cc41b4562fe6,71,2,18,fazer alteração,2022-11-15,,2022-11-25
66440de01bb3cc41b4562fe7,72,2,19,fazer alteração,2023-01-03,,2023-01-13
66440de01bb3cc41b4562fe8,73,2,20,fazer alteração,2024-04-03,,2024-04-13
66440de01bb3cc41b4562fe9,74,2,21,fazer alteração,2023-09-18,,2023-09-28
66440de01bb3cc41b4562fea,75,2,22,fazer alteração,2023-09-05,,2023-09-15
66440de01bb3cc41b4562feb,76,2,23,fazer alteração,2022-10-19,,2022-10-29
66440de01bb3cc41b4562fec,77,2,24,fazer alteração,2024-01-12,,2024-01-22
66440de01bb3cc41b4562fed,78,2,25,fazer alteração,2023-12-19,,2023-12-29
66440de01bb3cc41b4562fee,79,2,26,fazer alteração,2023-02-21,,2023-03-03
66440de01bb3cc41b4562fef,80,2,27,fazer alteração,2022-12-11,,2022-12-21
66440de01bb3cc41b4562ff0,81,2,28,fazer alteração,2023-12-23,,2024-01-02
66440de01bb3cc41b4562ff1,82,2,29,fazer alteração,2023-04-03,,2023-04-13
66440de01bb3cc41b4562ff2,83,2,30,fazer alteração,2023-04-30,,2023-05-10
66440de01bb3cc41b4562ff3,84,2,31,fazer alteração,2023-04-28,,2023-05-08
66440de01bb3cc41b4562ff4,85,2,32,fazer alteração,2022-12-06,,2022-12-16
66440de01bb3cc41b4562ff5,86,2,35,fazer alteração,2024-04-22,,2024-05-02
66440de01bb3cc41b4562ff6,87,2,36,fazer alteração,2023-06-29,,2023-07-09
66440de01bb3cc41b4562ff7,88,2,39,fazer alteração,2023-03-13,,2023-03-23
66440de01bb3cc41b4562ff8,89,2,40,fazer alteração,2023-01-24,,2023-02-03
66440de01bb3cc41b4562ff9,90,2,41,fazer alteração,2023-08-10,,2023-08-20
66440de01bb3cc41b4562ffa,91,2,42,fazer alteração,2023-08-04,,2023-08-14
66440de01bb3cc41b4562ffb,92,2,43,fazer alteração,2022-11-11,,2022-11-21
66440de01bb3cc41b4562ffc,93,2,44,fazer alteração,2023-01-27,,2023-02-06
66440de01bb3cc41b4562ffd,94,2,45,fazer alteração,2023-12-10,,2023-12-20
66440de01bb3cc41b4562ffe,95,2,46,fazer alteração,2023-04-22,,2023-05-02
66440de01bb3cc41b4562fff,96,2,48,fazer alteração,2023-07-02,,2023-07-12
66440de01bb3cc41b4563000,97,2,49,fazer alteração,2023-03-26,,2023-04-05
66440de01bb3cc41b4563001,98,2,50,fazer alteração,2023-05-21,,2023-05-31
66440de01bb3cc41b4563002,99,2,51,fazer alteração,2023-12-27,,2024-01-06
66440de01bb3cc41b4563003,100,2,52,fazer alteração,2023-11-20,,2023-11-30
66440de01bb3cc41b4563004,101,2,53,fazer alteração,2023-09-04,,2023-09-14
66440de01bb3cc41b4563005,102,2,56,fazer alteração,2024-03-15,,2024-03-25
66440de01bb3cc41b4563006,103,2,57,fazer alteração,2022-11-27,,2022-12-07
66440de01bb3cc41b4563007,104,2,58,fazer alteração,2024-01-07,,2024-01-17
66440de01bb3cc41b4563008,105,2,59,fazer alteração,2024-03-03,,2024-03-13
66440de01bb3cc41b4563009,106,2,60,fazer alteração,2024-02-28,,2024-03-09
66440de01bb3cc41b456300a,107,2,61,fazer alteração,2023-09-08,,2023-09-18
66440de01bb3cc41b456300b,108,2,62,fazer alteração,2023-11-28,,2023-12-08
66440de01bb3cc41b456300c,109,2,63,fazer alteração,2023-01-08,,2023-01-18
66440de01bb3cc41b456300d,110,2,64,fazer alteração,2023-04-10,,2023-04-20
66440de01bb3cc41b456300e,111,2,65,fazer alteração,2023-03-24,,2023-04-03
66440de01bb3cc41b456300f,112,2,66,fazer alteração,2023-10-23,,2023-11-02
66440de01bb3cc41b4563010,113,2,67,fazer alteração,2023-05-13,,2023-05-23
66440de01bb3cc41b4563011,114,2,68,fazer alteração,2023-04-03,,2023-04-13
66440de01bb3cc41b4563012,115,2,69,fazer alteração,2023-02-19,,2023-03-01
66440de01bb3cc41b4563013,116,2,70,fazer alteração,2022-10-23,,2022-11-02
66440de01bb3cc41b4563014,117,2,104,fazer alteração,2022-10-25,,2022-11-04
66440de01bb3cc41b4563015,118,2,73,fazer alteração,2023-05-16,,2023-05-26
66440de01bb3cc41b4563016,119,2,74,fazer alteração,2023-10-26,,2023-11-05
66440de01bb3cc41b4563017,120,2,76,fazer alteração,2023-04-28,,2023-05-08
66440de01bb3cc41b4563018,121,2,77,fazer alteração,2023-06-26,,2023-07-06
66440de01bb3cc41b4563019,122,2,78,fazer alteração,2023-02-09,,2023-02-19
66440de01bb3cc41b456301a,123,2,79,fazer alteração,2023-06-18,,2023-06-28
66440de01bb3cc41b456301b,124,2,80,fazer alteração,2023-05-18,,2023-05-28
66440de01bb3cc41b456301c,125,2,81,fazer alteração,2024-04-08,,2024-04-18
66440de01bb3cc41b456301d,126,2,82,fazer alteração,2023-03-28,,2023-04-07
66440de01bb3cc41b456301e,127,2,83,fazer alteração,2024-02-26,,2024-03-07
66440de01bb3cc41b456301f,128,2,84,fazer alteração,2023-11-16,,2023-11-26
66440de01bb3cc41b4563020,129,2,85,fazer alteração,2023-03-03,,2023-03-13
66440de01bb3cc41b4563021,130,2,86,fazer alteração,2023-12-20,,2023-12-30
66440de01bb3cc41b4563022,131,2,87,fazer alteração,2022-11-04,,2022-11-14
66440de01bb3cc41b4563023,132,2,88,fazer alteração,2023-11-10,,2023-11-20
66440de01bb3cc41b4563024,133,2,3155,fazer alerta,2024-01-13,,2024-01-23
66440de01bb3cc41b4563025,134,2,3156,fazer alerta,2024-01-02,,2024-01-12
66440de01bb3cc41b4563026,135,2,3157,fazer alerta,2023-12-23,,2024-01-02
66440de01bb3cc41b4563027,136,2,3162,fazer alteração,2024-02-29,,2024-03-10
66440de01bb3cc41b4563028,137,2,3163,fazer alerta,2024-04-23,,2024-05-03
66440de01bb3cc41b4563029,138,2,3164,fazer alteração,2023-04-20,,2023-04-30
66440de01bb3cc41b456302a,139,2,3166,fazer alerta,2024-02-17,,2024-02-27
66440de01bb3cc41b456302b,140,2,3167,fazer alerta,2023-08-27,,2023-09-06
66440de01bb3cc41b456302c,141,2,3168,fazer alerta,2023-03-27,,2023-04-06
66440de01bb3cc41b456302d,142,2,3169,fazer alteração,2023-10-28,,2023-11-07
66440de01bb3cc41b456302e,143,2,3170,fazer alerta,2023-09-04,,2023-09-14
66440de01bb3cc41b456302f,144,2,3171,fazer alteração,2023-05-09,,2023-05-19
66440de01bb3cc41b4563030,145,2,3172,fazer alerta,2023-10-07,,2023-10-17
66440de01bb3cc41b4563031,146,2,3173,fazer alerta,2024-03-07,,2024-03-17
66440de01bb3cc41b4563032,147,2,3174,fazer alerta,2023-11-27,,2023-12-07
66440de01bb3cc41b4563033,148,2,3175,fazer alteração,2024-03-17,,2024-03-27
66440de01bb3cc41b4563034,149,2,3176,fazer alerta,2023-12-18,,2023-12-28
66440de01bb3cc41b4563035,150,2,3177,fazer alteração,2023-06-11,,2023-06-21
66440de01bb3cc41b4563036,151,2,3180,fazer alerta,2023-06-12,,2023-06-22
66440de01bb3cc41b4563037,152,2,3181,fazer alerta,2023-09-29,,2023-10-09
66440de01bb3cc41b4563038,153,2,3190,fazer alerta,2023-11-18,,2023-11-28
66440de01bb3cc41b4563039,154,2,3191,fazer alteração,2023-02-16,,2023-02-26
66440de01bb3cc41b456303a,155,2,3192,fazer alerta,2023-11-26,,2023-12-06
66440de01bb3cc41b456303b,156,2,3193,fazer alteração,2023-06-12,,2023-06-22
66440de01bb3cc41b456303c,157,2,3194,fazer alerta,2024-03-20,,2024-03-30
66440de01bb3cc41b456303d,158,1,3195,fazer alerta,2023-03-18,,2023-03-28
66440de01bb3cc41b456303e,159,1,3196,fazer alerta,2023-11-30,,2023-12-10
66440de01bb3cc41b456303f,160,1,3197,fazer alteração,2024-03-18,,2024-03-28
66440de01bb3cc41b4563040,161,1,3198,fazer alerta,2023-06-17,,2023-06-27
66440de01bb3cc41b4563041,162,1,3199,fazer alteração,2024-01-13,,2024-01-23
66440de01bb3cc41b4563042,163,1,3228,fazer alerta,2023-07-19,,2023-07-29
66440de01bb3cc41b4563043,164,1,3229,fazer alerta,2023-07-31,,2023-08-10
66440de01bb3cc41b4563044,165,1,3230,fazer alerta,2023-03-31,,2023-04-10
66440de01bb3cc41b4563045,166,1,3232,fazer alteração,2023-10-11,,2023-10-21
66440de01bb3cc41b4563046,167,1,3233,fazer alerta,2023-08-11,,2023-08-21
66440de01bb3cc41b4563047,168,1,3234,fazer alteração,2023-03-12,,2023-03-22
66440de01bb3cc41b4563048,169,1,3235,fazer alerta,2023-04-05,,2023-04-15
66440de01bb3cc41b4563049,170,1,3236,fazer alerta,2023-08-29,,2023-09-08
66440de01bb3cc41b456304a,171,1,3237,fazer alerta,2024-01-09,,2024-01-19
66440de01bb3cc41b456304b,172,1,3238,fazer alteração,2024-03-15,,2024-03-25
66440de01bb3cc41b456304c,173,1,3239,fazer alerta,2023-08-21,,2023-08-31
66440de01bb3cc41b456304d,174,1,3272,fazer alteração,2023-04-22,,2023-05-02
66440de01bb3cc41b456304e,175,1,3273,fazer alerta,2023-06-05,,2023-06-15
66440de01bb3cc41b456304f,176,1,3274,fazer alerta,2023-08-02,,2023-08-12
66440de01bb3cc41b4563050,177,1,3276,fazer alerta,2024-01-19,,2024-01-29
66440de01bb3cc41b4563051,178,1,3277,fazer alteração,2024-04-26,,2024-05-06
66440de01bb3cc41b4563052,179,1,3278,fazer alerta,2023-12-07,,2023-12-17
66440de01bb3cc41b4563053,180,1,3279,fazer alteração,2023-03-07,,2023-03-17
66440de01bb3cc41b4563054,181,1,3280,fazer alerta,2024-03-29,,2024-04-08
66440de01bb3cc41b4563055,182,1,3281,fazer alerta,2023-12-03,,2023-12-13
66440de01bb3cc41b4563056,183,1,3282,fazer alerta,2024-04-28,,2024-05-08
66440de01bb3cc41b4563057,184,1,3283,fazer alteração,2023-07-06,,2023-07-16
66440de01bb3cc41b4563058,185,1,3314,fazer alerta,2023-07-26,,2023-08-05
66440de01bb3cc41b4563059,186,1,3315,fazer alteração,2023-08-23,,2023-09-02
66440de01bb3cc41b456305a,187,1,3316,fazer alerta,2023-09-13,,2023-09-23
66440de01bb3cc41b456305b,188,1,3318,fazer alerta,2024-03-21,,2024-03-31
66440de01bb3cc41b456305c,189,1,3319,fazer alerta,2023-12-14,,2023-12-24
66440de01bb3cc41b456305d,190,1,3320,fazer alteração,2024-02-01,,2024-02-11
66440de01bb3cc41b456305e,191,1,3321,fazer alerta,2023-03-05,,2023-03-15
66440de01bb3cc41b456305f,192,1,3322,fazer alteração,2023-02-19,,2023-03-01
66440de01bb3cc41b4563060,193,1,3323,fazer alerta,2024-04-14,,2024-04-24
66440de01bb3cc41b4563061,194,1,3356,fazer alerta,2023-10-09,,2023-10-19
66440de01bb3cc41b4563062,195,1,3357,fazer alerta,2023-07-27,,2023-08-06
66440de01bb3cc41b4563063,196,1,3358,fazer alteração,2023-07-04,,2023-07-14
66440de01bb3cc41b4563064,197,1,3360,fazer alerta,2024-04-30,,2024-05-10
66440de01bb3cc41b4563065,198,1,3361,fazer alteração,2023-07-11,,2023-07-21
66440de01bb3cc41b4563066,199,1,3362,fazer alerta,2023-07-26,,2023-08-05
66440de01bb3cc41b4563067,200,1,3363,fazer alerta,2023-02-24,,2023-03-06
66440de01bb3cc41b4563068,201,1,3364,fazer alerta,2024-03-16,,2024-03-26
66440de01bb3cc41b4563069,202,1,3365,fazer alteração,2023-04-28,,2023-05-08
66440de01bb3cc41b456306a,203,1,3366,fazer alerta,2023-08-26,,2023-09-05
66440de01bb3cc41b456306b,204,1,3367,fazer alteração,2023-09-13,,2023-09-23
66440de01bb3cc41b456306c,205,1,3368,fazer alerta,2023-11-23,,2023-12-03
66440de01bb3cc41b456306d,206,1,3369,fazer alerta,2023-06-06,,2023-06-16
66440de01bb3cc41b456306e,207,1,3370,fazer alerta,2024-01-31,,2024-02-10
66440de01bb3cc41b456306f,208,1,3371,fazer alteração,2023-09-18,,2023-09-28
66440de01bb3cc41b4563070,209,1,3372,fazer alerta,2023-10-08,,2023-10-18
66440de01bb3cc41b4563071,210,1,3377,fazer alteração,2024-01-20,,2024-01-30
66440de01bb3cc41b4563072,211,1,3378,fazer alerta,2024-01-08,,2024-01-18
66440de01bb3cc41b4563073,212,1,3379,fazer alerta,2023-10-26,,2023-11-05
